index,Vietnamese,Rating,emotion
1647,Didn’t receive,1,negative
1542,"Đầu tiên về nhà bán hàng này, là giao hàng tệ. Hỏa tốc từ hôm trước, hôm sau gói rồi ngâm đến tối mới đặt ahamove chuyển, Dù từ chỗ đó đến nhà giáp nhau.kiểu đợi máy trả gửi sao vậy. Bàn ủi hơi nước tệ, đóng gói ẩu tả, quăng liện tài liệu, sách nhăn nhúm vầy, chưa kể giao đồ đã khui, thiếu đồ trong catalog. Không kiểm là tiêu. Thật tệ. Ngoài ra còn dù nhỏ nhưng bộ bao gồm bao tay ủi, thiếu cả bao tay. đồ linh kiện đính kèm thì xé",1,negative
343,chảo bị móp.đề nghị đổi lại,1,negative
1642,"Dịch nhưng nhận hàng nhanh. Nhà bán hàng quảng cáo 2 chảo: 1 cái 26cm; 1 cái 24cm. Khi nhận kích thước chỉ có: 24cm; 20cm, mặt sau đáy chảo không như quảng cáo. Chưa xài nên chưa biết chất lượng ntn.",2,negative
914,chảo giao móp không thể chấp nhận được,1,negative
80,1 đôi trông rất đẹp nhỏ xinh thôi và ung lắm chưa sử dụng nên k biết như thế nào cho sop 5 sao ủng hộ,1,negative
2571,Giao ko đúng với quảng cáo,2,negative
3887,"mua 2 lần, lần đầu méo đổi trả. mua lần 2 méo tiếp chán chả muốn trả. shop giao hàng lỗi chứ vận chuyển k méo đk ntn.",2,negative
5651,vừa đập hộp xong đã thấy hư r,1,negative
5107,"san pham móp méo,trước khi đóng gói đã chát với shop để ktra sản phẩm nhưg đến khi nhận vẫn hàg méo như bao người mua khác.",1,negative
3339,"Hàng tefal ko chê đâu được. Tuy nhiên, vẫn đang chờ Lazada cung cấp hoá đơn. Sau rất nhiều lần gọi đến hotline lazada, lazada kêu nhà cung cấp ko xuất được hoá đơn, vậy liệu đây là hàng lậu, hàng trốn thuế và trôi nổi trên thị trường. Điều này, khiến tôi mất niềm tin vào lazamail và làm lazada mất uy tín. Thật hết sức vớ vẩn! Tôi đề nghị phải cung cấp hoá đơn cho tôi trong tuần này.",1,negative
2570,Giao ko du hang noi con bi Mẹo,1,negative
3470,khi bán hàng quảng cáo có âm siêu tốc nhưng khi giao không có ấm,2,negative
910,chảo giao bị móp,1,negative
3305,Hàng sản xuất CN chán....,1,negative
4819,Quá mỏng. Đổi lại được không,1,negative
3774,mình đặt máy xay sinh tố mà sao lại giao mỹ phẩm là sao,1,negative
3865,"Mới mua dùng được một lần duy nhất, máy không hoạt được không biết bị gì, tốn một đống tiền",1,negative
1027,"chảo oke.... mà nắp nồi móp rồi. mình ko chịu đâu bên Hãng đổi nắp mới cho mình đi. sau khi xài 1 tuần review lại thì cái chuôi chảo bị lỏng. nắp nồi móp vẫn ko đc xử lý. hãng ko quan tâm gì khách hàng hết. mình yêu cầu bảo hành!!! nhưng chắc vẫn để 5* nên ko ai quan tâm. mình để 1* cho đến khi đc xử lý xong mình sẽ sửa lại đánh giá. mình mua cả set chảo hết gần 1 triệu (9xxk) cũng ko phải dịp khuyến mãi nhiều, thấy mấy bạn kia mua có 8xxk thôi. nói chung phần check hàng gửi đi của hãng ko ok",1,negative
394,Chảo chiên ko đẹp,2,negative
4580,"Nồi mới nhận bị móp, mih muốn đổi hàng mới. Liên hệ lại mình",1,negative
1962,"Giao cái chảo móp méo 1 bên. Dịch vầy đổi bất tiện, hàng hóa khóa nhận mà k kiểm hàng kỹ dùm. Nhìn khâu đóng gói rất kỹ cho nên đảm bảo chảo này đã móp từ chỗ người bán.",2,negative
1985,"Giao hàng cẩu thả, không kiểm tra trước kho giao, thùng còn nguyên, không móp mà nồi bên trong lại móp, chat support không trả lời, chưa được 1 *",1,negative
5604,"tuyệt vời. chảo nặng tay ko dính
 mà chảo to 2 cái tai nhìn ko đc đẹp
 xài thì ok đó",1,negative
394,Chảo chiên ko đẹp,2,negative
1107,"Chảo shop giao bị móp, shop xem xử lý giúp, thanks",2,negative
2540,giao hàng siêu tốc sao mình mưa 339k gio 184k minh mua bị đắt à . lần sau k mua nữa,2,negative
3887,"mua 2 lần, lần đầu méo đổi trả. mua lần 2 méo tiếp chán chả muốn trả. shop giao hàng lỗi chứ vận chuyển k méo đk ntn.",2,negative
3470,khi bán hàng quảng cáo có âm siêu tốc nhưng khi giao không có ấm,2,negative
5216,"Sau khi săn sale mới vào đọc bình luận và nhận được hàng thì thất vọng vô cùng, hầu như sản phẩm nào cũng móp méo và không đóng nổi nắp vung. Còn về chất lượng nồi mình chưa sử dụng nên chưa biết ra sao nhưng đoán rằng cũng giống hàng chợ thôi!!",1,negative
877,"Chảo đóng gói rất tệ, cực sơ sài, lúc đến tay đã méo mó biến dạng, có thêm một vệt xước mạnh nghĩa là bị lỗi cả trước khi đóng vẫn đóng chuyển đi, shop xử lý rườm rà, lâu, buộc phải trả hàng và đặt lại đơn khác. Trả hàng cũng rườm rà nốt",1,negative
3501,"ko như quảng cáo, ko dùng đc bếp từ",1,negative
3558,lừa đảo mua 2 chỉ giao 1,1,negative
3328,Hàng tăng ko được dẹp lắm. ,2,negative
174,"Bàn ủi tặng kèm là đồ cũ, mở ra đã có nước bên trong",1,negative
5512,"Thông tin sản phẩm ghi có phiếu bảo hành nhưng giao hàng không có. Gọi điện cho shop thì nhân viên nói không cần phiếu đâu chị. Mình trả lời là cần thì nhân viên nói ok chị nhắn tin qua lazada bên em sẽ giải quyết cho chị. Nhắn tin thì nhân viên bên lazada trả lời là bảo hành bằng tem, bên shop không cung cấp phiếu bảo hành. Vậy phần thông tin sản phẩm thì sao? Trường hợp này mình bị nhiều rồi. Đem ra bảo hành bằng tem thì lại nói cái này mua bên thứ ba (vd: nguyễn kim) nên từ chối bảo hành",1,negative
1107,"Chảo shop giao bị móp, shop xem xử lý giúp, thanks",2,negative
5107,"san pham móp méo,trước khi đóng gói đã chát với shop để ktra sản phẩm nhưg đến khi nhận vẫn hàg méo như bao người mua khác.",1,negative
1011,"chảo nhỏ xíu, giao hàng chậm trễ. Báo giao hàng không thành công lúc 23:30 đêm ??? Giao trễ cam kết 3 ngày. Tự ý mở hàng của khách. Đơn hàng bị mở ra trước khi đến tay khách hàng",1,negative
910,chảo giao bị móp,1,negative
1301,"Chưa thử máy xay, còn máy ép k kiệt nước, chỉ xay nhuyễn bã thôi, mình dùng khăn xô vắt bã được thêm cả nửa ca nước nữa, thấy tiếc vì đã mua :(",2,negative
1269,Chính sách Sau bán hàng kém,1,negative
3875,mới su63 dụng 1 cái lớn 2 ngày đã thủng đấy. mất thời gian trả hàng. shop có yêu cầu đổi hàng nhưng mất lòng tin với sản phẩm. Nên tìm mua loại khác,1,negative
3885,"Mua 1 tặng 1 mà chỉ nhận được một. Sản phẩm do supor sản xuất nên ko phải là sản xuất bởi nhà máy tefal. Tefal Việt Nam chỉ là nhượng quyền thương hiệu, mọi sản phẩm bán ra ở thị trường Việt Nam đều không liên quan đến công ty mẹ tefal ở Pháp. Tất các các sản phẩm đều oem từ các nhà gia công, giống cách mà sunhouse, lock and lock đã từng làm. Vấn đề ở chỗ họ tự đặt mình về giá chung chiếu với philips và Panasonic. Không có cái nhà máy tefal nào ở Việt Nam hay China cả",1,negative
3886,"Mua 2 cái giao cùng lúc, đều móp cả hai. Bán hàng kém chất lượng lượng, hàng Trung Quốc.",2,negative
1647,Didn’t receive,1,negative
1940,"đx nhận hàng! có điều sán phẩm không đúng kích thước như quảng cáo ( quảng cáo chảo sâu 8cm, thực tế chảo chỉ sâu 6cm! thiếu 2cm) thất vọng quá! yêu cầu hàng giao phải đúng như giới rhieuj- tốt nhất nên đổi lại cho tôi hài lòng?",2,negative
1519,"Đặt 25/1 đến chiều 29/1 nhân viên gọi nói lỗi dear ko có quà tặng kèm nếu ko nhận có thể hủy.và 30/1 đã nhận được hàng và kèm vocher giảm 50k,1 công ty mà có thể lên dear bị lỗi đến 4 ngày mới biết hay sao.cảm thấy bị ăn cú lừa vì đặt dùm cho đứa bạn nên tui đã nhận hàng ko tôi hủy đơn rồi chảo tạm ổn 1 cái bi cấn móp. Có lẻ bị sẳn chứ xốp bao bọc sao cấn được.chắc hàng sel nên vậy,sau sự cố này tôi mong nhà bán hàng chấn chỉnh lại cách làm việc nếu như báo khách sau1 hôm thì đâu có j để nói",1,negative
332,chả dùng được việc gì,2,negative
3482,không hài lòng về dịch vụ bán hàng của shop nói tặng quà mà không thấy quà đâu hết.shipper không cho kiểm hàng nữa.,1,negative
4562,"Nồi inox nên bắt nhiệt nhanh, nhược điểm: nồi mỏng nên rất nóng.",1,negative
1011,"chảo nhỏ xíu, giao hàng chậm trễ. Báo giao hàng không thành công lúc 23:30 đêm ??? Giao trễ cam kết 3 ngày. Tự ý mở hàng của khách. Đơn hàng bị mở ra trước khi đến tay khách hàng",1,negative
2462,"Giao hàng rất nhanh
Đóng gói ok.
NHƯNG bên trong có phụ kiện bị bể, bị nứt (chốt của ống hơi cây ủi) 
Yêu cầu hãng đổi!!!",2,negative
3119,"Hàng giao bị móp, cán dùng được vài hôm thì bị lỏng. Mua cho mẹ ở nhà nên ngại đổi.",1,negative
1962,"Giao cái chảo móp méo 1 bên. Dịch vầy đổi bất tiện, hàng hóa khóa nhận mà k kiểm hàng kỹ dùm. Nhìn khâu đóng gói rất kỹ cho nên đảm bảo chảo này đã móp từ chỗ người bán.",2,negative
3831,"mình nhận nồi Tefan - 15 chức năng, ngày mới đem ra dùng thử thì ko vào điện, ở địa chỉ số nhà 35 đường huỳnh thúc kháng phường phương lâm, thành phố Hòa Bình, bây giờ muốn đổi thì liên hệ với ai để đổi đc",1,negative
3510,"Lần 1, chảo móp, fb và được tặng coupon mua lại. Đặt lại thì quá nản, lần đầu review mà phải cho 1 sao. Đặt 3 sản phẩm, thanh toán tự động tách hai đơn: 1. Nồi Unlimited, giao riêng: hàng ok. 2. Chảo sâu lòng ULTIMATE 28cm giao cùng chảo UNLIMITED: tiếp tục móp, size nhỏ hơn. 3. Chảo UNLIMITED 28cm => sai size, giao ULTIMATE. Một lỗi hai lần, cùng 1 sp, nhiều người bị. Giao SP rẻ hơn. TF nói do vận chuyển, sai dòng sp thì do kho Laz? Vai trò của TF ở đâu? Hàng giảm giá là hàng kém chất lượng?",1,negative
1289,Chưa giao hàng đã báo giao hàng thành công. Chat với Lazada thì được báo chờ 24h xem sao ????,1,negative
171,"Bàn ủi mở ra là thấy hộp đựng nước chưa sdung mà đã có hơn nước, nút đậy đóng bẩn có vẻ như máy đã đc xài.  Tuy nhiên mở máy lên bấm.hút chỉ kêu cạch cạch ko sdung đc",2,negative
1108,"Chảo shop giao bị móp, shop xem xử lý giúp, thanks",5,negative
1959,Gian hàng chính hãng bán hàng kiểu quảng cáo lùa gà lừa kh,1,negative
395,Chảo chiên ko đẹp,5,negative
4580,"Nồi mới nhận bị móp, mih muốn đổi hàng mới. Liên hệ lại mình",1,negative
1983,giao hàng bị móp,1,negative
2619,giống hàng trưng bày bán sale vỏ bị trầy xước,2,negative
3339,"Hàng tefal ko chê đâu được. Tuy nhiên, vẫn đang chờ Lazada cung cấp hoá đơn. Sau rất nhiều lần gọi đến hotline lazada, lazada kêu nhà cung cấp ko xuất được hoá đơn, vậy liệu đây là hàng lậu, hàng trốn thuế và trôi nổi trên thị trường. Điều này, khiến tôi mất niềm tin vào lazamail và làm lazada mất uy tín. Thật hết sức vớ vẩn! Tôi đề nghị phải cung cấp hoá đơn cho tôi trong tuần này.",1,negative
3831,"mình nhận nồi Tefan - 15 chức năng, ngày mới đem ra dùng thử thì ko vào điện, ở địa chỉ số nhà 35 đường huỳnh thúc kháng phường phương lâm, thành phố Hòa Bình, bây giờ muốn đổi thì liên hệ với ai để đổi đc",1,negative
461,Chảo đáy mỏng rất dễ cháy và ố vàng,1,negative
3470,khi bán hàng quảng cáo có âm siêu tốc nhưng khi giao không có ấm,2,negative
1266,"Chiếc chảo bị hỏng và T-Fal đã yêu cầu tôi gửi lại nó với chi phí của riêng tôi. Nhưng tôi muon Tefal đổi 1 cai chảo mới. Sau đó, họ từ chối trao đổi, dịch vụ khách hàng thực sự khủng khiếp. Lazada đề nghị hoàn tiền nhưng sau đó tôi không có lựa chọn mua lại vì đợt bán 11.11 đã kết thúc. Tôi sẽ tránh công ty này.",1,negative
5107,"san pham móp méo,trước khi đóng gói đã chát với shop để ktra sản phẩm nhưg đến khi nhận vẫn hàg méo như bao người mua khác.",1,negative
2485,"Giao hàng sai thời gian cam kết, hủy đơn vẫn cố lừa là đơn khác đòi giao bằng được. Trả hàng thì từ chối vì lý do hàng đã khui trong khi hàng còn chưa động vào Bán hàng ko khác gì lừa đảo",1,negative
3137,"Hàng giao không đủ số lượng đã đặt. Trong khi vẫn phải thanh toán rồi mới được kiểm hàng. Khi vào thực hiện thao tác hoàn tiền theo hướng dẫn của lazada thì ko thể chọn phương thức thanh toán qua tài khoản vì hệ thống liên tục báo lỗi, chỉ có thể chọn mã giảm giá. Tôi vẫn đang đợi lazada xử lý hoàn tiền để thực hiện mua bổ sung sản phẩm dù biết đặt hàng lại ko được giảm giá 5% giống như mua 2 sp cùng lúc nữa. Buồn.",2,negative
1647,Didn’t receive,1,negative
3222,"Hàng Made in France đây. 
Nhận được một cái chảo méo xẹo. Bên này đổ cho bên kia rồi đổ cho vận chuyển. Cái chảo dày, cứng như thế trong khi cái thùng hàng thì nguyên vẹn, chứng tỏ hàng đã méo trước khi đóng gói. Sau khi claim cả tuần, chat với suppot dài cả mét thì nhận được câu trả lời sẽ hỗ trợ đổi sản phẩm khác. Tưởng là kết thúc có hậu, nhưng đến nay đã là 2 tuần từ ngày claim, gần 1 tháng từ ngày mua vẫn chưa thấy gì, quá luôn cả hạn đổi trả. Nay vào comment không lại quá nốt hạn đánh giá.",1,negative
1516,"Đặt 2 chảo 10.10 mà giao gần 2 tuần mới nhận được xong còn bị móp nữa. Shop chú ý bọc kỹ và bỏ trog thùng xốp thì may ra ko bị, chỉ quấn sơ đóng carton thì ngta quăng móp phải rồi, còn ko dán chú ý rơi vỡ nữa. Đang chờ hoàn tiền cả tuần chưa thấy gì. Tốn thời gian. Đề nghị shop xem lại khâu đóng gói nhé",1,negative
1657,"ĐỒ FAKE!!!!! mang tiếng hãng lớn mà bán đồ fake, chảo 20cm mà nhỏ xíu đo ra có 19cm??? Đã vậy lúc nhận còn bị móp góc nhưng mình nghĩ thôi lỡ ship rồi để xài vậy Ai dè mới chiên trứng 2 lần thì chảo bị dính dã man, chảo chống dính mà dính tè le mặc dù đã cho nhiều dầu, không hiểu nổi??!!!! Thôi mình cạch TEFAL luôn, vớ vẩn thật sự, trải nghiệm mua lần đầu cũng như lần cuối",1,negative
338,Chảo bé dành cho các bé chơi đồ hàng,1,negative
3940,Mua lần 2 và cảm thấy rất bực bội thất vọng!!! Mở ra 2 chảo móp cả 2,1,negative
3840,"Mình thấy nhiều người phản ánh hàng bị móp méo, mình đã mua lần đầu thì ok, lần 2 combo 3 sản phẩm nhưng nắp nồi bị móp nhưng vẫn dùng được, còn lần này thì ko được rồi",2,negative
461,Chảo đáy mỏng rất dễ cháy và ố vàng,1,negative
2434,Giao hàng quá lâu 15 ngày mới tới,1,negative
3458,k thích hợp việc gì,1,negative
5686,"Ý kiến cá nhân mình thì không nên mua. 

Máy mới nên chưa có hướng dẫn sử dụng/clip. Gọi lên hotline thì bạn hướng dẫn cũng mù mờ. Cũng bị trường hợp set thời gian xong tự động lập lại,không chú ý chắc cháy

Nhà mình có máy Phillip xài thấy ok.",2,negative
3498,ko hề hài lòng về sản phẩm mua lần đầu về cắm điện ko vô lần 2 mới sử dụng chưa được 1tháng lại bị lỗi giờ đem bảo hành lại phải mất chi phí vận chuyển lại mất thời gian ko bằng mua nồi cơm có mấy trăm rất rất buồn ,1,negative
3472,Khi để giữ ấm thì rất hao điện. Để 1 ngày đi 30 chữ điện luôn. Không biết có phải lỗi kỹ thuật không nữa.,2,negative
4562,"Nồi inox nên bắt nhiệt nhanh, nhược điểm: nồi mỏng nên rất nóng.",1,negative
4120,Nhân viên hỗ trợ nhiệt tình,2,negative
2693,hàng bị móp méo phải trả lại. shop cần phải đóng gói kỹ hơn. đặc biệt những nơi giao hàng ở xa.,2,negative
3456,K dùng được với bếp từ,1,negative
4838,quá tệ.sp bị trào nước ở bình chứa.kêu ục ục.ko ủi đc áo thun.mong có lời giải thích.giao hàng nhanh.shipper thân thiện.,1,negative
3241,Hang nhan duoc bi mop meo . Yeu cau co loi giai thich va mong duoc doi lai sp khac .,2,negative
5103,sản phẩm khi nhận ko phun được hơi nước. đêm nghị bên công ty hỗ trợ,1,negative
3305,Hàng sản xuất CN chán....,1,negative
394,Chảo chiên ko đẹp,2,negative
5374,Shop lừa đảo. Mua nồi chiên ko dầu tặng chảo chiên khi đặt hàng thì sản phẩm chảo ko có. Hỏi Shop báo hiện tại sp tạm thời hết hàng. Quý khách yên tâm đặt hàng khi nhận đc hàng chát với shop tặng voucher mua chảo chiên với giá ko đồng. Đặt mua sản phẩm xong hỏi shop trả lời chương trình này hết hàng thông cảm. Mọi người coi chừng bị lừa nhé,1,negative
3879,Mới vừa nhận chảo háo hức mở ra xem thì cái chảo bị móp. muốn đổi lại phải làm sao?,1,negative
3413,"hình thức đẹp, ship hàng nhanh, đóng gói cẩn thận. Tuy nhiên chất lượng sp không như kỳ vọng, nơi đặt bàn ủi phía trc chỗ mắc quần áo kẹp, nên hơi khó khi thay áo khác trog quá trình ủi, k cẩn thận sẽ rơi thanh bàn ủi. Và không thể ủi thẳng quần kaki, hay áo sơ mi, hay quần tây đơn thuần chỉ dùng sp này. Chỉ thích hợp ủi áo thun, hoặc đầm, áo chất liệu mỏng.. hoặc vùng dễ ủi. 3 cấp độ nhưng cấp cao nhất thì đồ mới hy vọng thẳng. haizz",2,negative
5216,"Sau khi săn sale mới vào đọc bình luận và nhận được hàng thì thất vọng vô cùng, hầu như sản phẩm nào cũng móp méo và không đóng nổi nắp vung. Còn về chất lượng nồi mình chưa sử dụng nên chưa biết ra sao nhưng đoán rằng cũng giống hàng chợ thôi!!",1,negative
4115,"Nhận nồi bị móp, đề nghị Shop hỗ trợ đổi lại giúp. Cảm ơn.",5,negative
3854,"Mở thùng ra là thấy chảo bị móp, cảm thấy shock và hụt hẫng. Mình vẫn còn để nguyên trạng để được trả hàng nhưng Liên lạc Lazada chưa có phản hồi.",1,negative
3572,"Mặc dù bọc chống shock rất nhiều bên ngoài nhưng mở ra chảo méo 2 chỗ, chứng tỏ 1 điều sh bán đồ hàng thanh lý, nên tính ra k rẻ chút nào",1,negative
937,Chảo không xài được bếp từ,2,negative
3965,"Mua nồi chiên không dầu,giao nồi nấu đa năng,làm đổi trả hàng,bên giao hàng đến lấy lazada từ chối nhận,yêu cẩu shop giải quyêt ,hay tefal lừa đảo khách hàng.",1,negative
1108,"Chảo shop giao bị móp, shop xem xử lý giúp, thanks",5,negative
5691,giao hàng quá chậm,1,negative
5686,"Ý kiến cá nhân mình thì không nên mua. 

Máy mới nên chưa có hướng dẫn sử dụng/clip. Gọi lên hotline thì bạn hướng dẫn cũng mù mờ. Cũng bị trường hợp set thời gian xong tự động lập lại,không chú ý chắc cháy

Nhà mình có máy Phillip xài thấy ok.",2,negative
4116,"Nhận nồi nhanh, thiết kế đẹp nhưng nồi của mình bị lỗi. Kéo ra thì dễ đóng vào thì khó vì bị chệch khớp hay sao đó. Thấy dì mình dùng ngon lành nên mua theo mà hơi xui. Còn lại thì đồ ăn ngon lành ",2,negative
941,Chảo ko dùng đc cho bếp từ mà mô tả sản phẩm là sử dụng được Chảo rất bé,1,negative
3113,hàng được tặng nên cũng k muốn nhận xét nhưng chảo fake thôi nhẹ lắm mà gia công rất xấu. nhìn phát biết ngay. sorry shop,1,negative
5692,giao hàng quá chậm,2,negative
3120,"hàng giao bị móp,méo",2,negative
5693,giao hàng quá chậm,3,negative
3629,"Máy chạy ổn định 2 lần đầu 
Lần thứ 3 máy báo vô điện nhưng không hoạt động được 
Mong Lazada và Tefal hỗ trợ đổi máy mới hoạt động ổn định hơn",2,negative
4336,Nồi đẹp nhưng không đun được bếp từ. Hàng dùng từ tặng thì hơi quá,2,negative
1642,"Dịch nhưng nhận hàng nhanh. Nhà bán hàng quảng cáo 2 chảo: 1 cái 26cm; 1 cái 24cm. Khi nhận kích thước chỉ có: 24cm; 20cm, mặt sau đáy chảo không như quảng cáo. Chưa xài nên chưa biết chất lượng ntn.",2,negative
5468,"Tệ lắm ạ siêu tệ siêu vô trách nhiệm,giao thiêud hàng mà không chịu hoàn,nhây hàng,không xử lý đùn đẩy qua lazada cảm ơn và tạm biệt",1,negative
5468,"Tệ lắm ạ siêu tệ siêu vô trách nhiệm,giao thiêud hàng mà không chịu hoàn,nhây hàng,không xử lý đùn đẩy qua lazada cảm ơn và tạm biệt",1,negative
338,Chảo bé dành cho các bé chơi đồ hàng,1,negative
2571,Giao ko đúng với quảng cáo,2,negative
2619,giống hàng trưng bày bán sale vỏ bị trầy xước,2,negative
2050,Giao hàng lâu do shop đóng gói hàng quá lâu,2,negative
1871,Đóng gói sản phẩm không kỹ càng làm chảo móp thấy rõ!,1,negative
3221,"hàng ko dùng đuọc trên bếp từ ,sao ko nói luôn để khách đừng mua",1,negative
4938,"Sản phẩm bị rò điện nhưng hãng lại cho là do điện của thị trường Việt Nam ko có tiếp mát nên bị giật 
Thật không biết xử lý như nào luôn",1,negative
4071,"Nhận được móp méo, nản thật sự",1,negative
3629,"Máy chạy ổn định 2 lần đầu 
Lần thứ 3 máy báo vô điện nhưng không hoạt động được 
Mong Lazada và Tefal hỗ trợ đổi máy mới hoạt động ổn định hơn",2,negative
3436,Hộp ngoài móp giống như có người mở ra mở vào nhiều lần,2,negative
2693,hàng bị móp méo phải trả lại. shop cần phải đóng gói kỹ hơn. đặc biệt những nơi giao hàng ở xa.,2,negative
2690,"Hàng ""made in china"" chứ không phải là hàng chinh hãng như đã quảng cáo",1,negative
989,"Chảo nhìn đẹp. Tuy nhiên nấu bếp từ không thích hợp. Lòng chảo dễ cháy. Lòng chảo cao ở giữa nên dầu lan ra nằm ở rìa chảo, ko thể nấu chiên xào gì được. Thất vọng",1,negative
3498,ko hề hài lòng về sản phẩm mua lần đầu về cắm điện ko vô lần 2 mới sử dụng chưa được 1tháng lại bị lỗi giờ đem bảo hành lại phải mất chi phí vận chuyển lại mất thời gian ko bằng mua nồi cơm có mấy trăm rất rất buồn ,1,negative
3965,"Mua nồi chiên không dầu,giao nồi nấu đa năng,làm đổi trả hàng,bên giao hàng đến lấy lazada từ chối nhận,yêu cẩu shop giải quyêt ,hay tefal lừa đảo khách hàng.",1,negative
5512,"Thông tin sản phẩm ghi có phiếu bảo hành nhưng giao hàng không có. Gọi điện cho shop thì nhân viên nói không cần phiếu đâu chị. Mình trả lời là cần thì nhân viên nói ok chị nhắn tin qua lazada bên em sẽ giải quyết cho chị. Nhắn tin thì nhân viên bên lazada trả lời là bảo hành bằng tem, bên shop không cung cấp phiếu bảo hành. Vậy phần thông tin sản phẩm thì sao? Trường hợp này mình bị nhiều rồi. Đem ra bảo hành bằng tem thì lại nói cái này mua bên thứ ba (vd: nguyễn kim) nên từ chối bảo hành",1,negative
5470,tefal bảo chị lên đánh giá lại d đổi nồi cho c vì giao nhầm mà đánh giá xong mất hút ko thấy đâu,2,negative
3476,Khi nhận hàng chảo bị móp,1,negative
910,chảo giao bị móp,1,negative
1940,"đx nhận hàng! có điều sán phẩm không đúng kích thước như quảng cáo ( quảng cáo chảo sâu 8cm, thực tế chảo chỉ sâu 6cm! thiếu 2cm) thất vọng quá! yêu cầu hàng giao phải đúng như giới rhieuj- tốt nhất nên đổi lại cho tôi hài lòng?",2,negative
3456,K dùng được với bếp từ,1,negative
2434,Giao hàng quá lâu 15 ngày mới tới,1,negative
2690,"Hàng ""made in china"" chứ không phải là hàng chinh hãng như đã quảng cáo",1,negative
2570,Giao ko du hang noi con bi Mẹo,1,negative
3328,Hàng tăng ko được dẹp lắm. ,2,negative
3531,Lazada giao hàng chuyên nghiệp và cẩn thận. Hình thức đóng bên ngoài 2-3 lớp rất chắc chắn. Tuy nhiên khi mở hộp carton để lấy nồi cơm ra thì phát hiện vết nứt/trầy ngay chính giữa dù đã được lót xốp rất kĩ nên chắc chắn là không phải lỗi do quá trình vận chuyển. Cũng đồng nghĩa việc nhà bán không kiểm tra hàng trước khi giao hoặc cố tình giao mẫu bị lỗi cho mình.,2,negative
176,bánh ăn nhạt thếch. ghi 95k mà thua gói 12k ở quán,1,negative
1871,Đóng gói sản phẩm không kỹ càng làm chảo móp thấy rõ!,1,negative
964,"chảo này bị phồng ở giữa nên khi đổ dầu vào chảy ra xung quanh, ở giữa dễ bị cháy. Cái chảo nhỏ cực dở, chảo chống dính mà chiên trứng cũng bị dính.
Tôi được biết thương hiệu Tefal cũng lớn, hàng tốt mà không hiểu sao lại bị vậy, mấy lần chiên trứng đều bị dính nát hết trứng!",1,negative
3531,Lazada giao hàng chuyên nghiệp và cẩn thận. Hình thức đóng bên ngoài 2-3 lớp rất chắc chắn. Tuy nhiên khi mở hộp carton để lấy nồi cơm ra thì phát hiện vết nứt/trầy ngay chính giữa dù đã được lót xốp rất kĩ nên chắc chắn là không phải lỗi do quá trình vận chuyển. Cũng đồng nghĩa việc nhà bán không kiểm tra hàng trước khi giao hoặc cố tình giao mẫu bị lỗi cho mình.,2,negative
3868,"Mới nhận dc cái nồi lại bị móp tiếp ,nhận cái trước bị móp mình đã nhắn tin cái sao kiểm hàng kỹ dùm trước khi giao shop ok rồi vậy mà vẫn giao hàng móp ,lazada phải làm việc với những shop bán hàng không uy tín cứ như vậy khách sẽ mất lòng tin",1,negative
176,bánh ăn nhạt thếch. ghi 95k mà thua gói 12k ở quán,1,negative
5107,"san pham móp méo,trước khi đóng gói đã chát với shop để ktra sản phẩm nhưg đến khi nhận vẫn hàg méo như bao người mua khác.",1,negative
2051,"Giao hàng lâu do shop đóng gói hàng quá lâu, đã nhắn tin nhiều lần nhưng nch chung chung cảm thấy không hài lòng. Phải gọi lazada nhiều lần để xử lý",2,negative
1519,"Đặt 25/1 đến chiều 29/1 nhân viên gọi nói lỗi dear ko có quà tặng kèm nếu ko nhận có thể hủy.và 30/1 đã nhận được hàng và kèm vocher giảm 50k,1 công ty mà có thể lên dear bị lỗi đến 4 ngày mới biết hay sao.cảm thấy bị ăn cú lừa vì đặt dùm cho đứa bạn nên tui đã nhận hàng ko tôi hủy đơn rồi chảo tạm ổn 1 cái bi cấn móp. Có lẻ bị sẳn chứ xốp bao bọc sao cấn được.chắc hàng sel nên vậy,sau sự cố này tôi mong nhà bán hàng chấn chỉnh lại cách làm việc nếu như báo khách sau1 hôm thì đâu có j để nói",1,negative
3914,mua đơn theo ctkm.nhà bán treo k chịu xly hơn 1thang mới báo k giao dc hàng.tệ,1,negative
5470,tefal bảo chị lên đánh giá lại d đổi nồi cho c vì giao nhầm mà đánh giá xong mất hút ko thấy đâu,2,negative
5216,"Sau khi săn sale mới vào đọc bình luận và nhận được hàng thì thất vọng vô cùng, hầu như sản phẩm nào cũng móp méo và không đóng nổi nắp vung. Còn về chất lượng nồi mình chưa sử dụng nên chưa biết ra sao nhưng đoán rằng cũng giống hàng chợ thôi!!",1,negative
163,"Bàn ủi chỉ cho vào tí nước thôi, cho nhiều nước vào là nó chảy ra ướt luôn quần áo! Với giá trị hơn 2tr mà chất lượng thì không tương xứng. Mình chat trao đổi về bàn ủi bị chảy nước khi ủi thì vứt cho mình cái số dt của bảo hành và tự xử. Bán hàng lấy tiền rồi thôi, còn thế nào thì ko quan tâm.. ",1,negative
4120,Nhân viên hỗ trợ nhiệt tình,2,negative
1982,"giao hàng bị mób méo, vành tróc sơn, hàng kém chất lượng",1,negative
